tbl,year,qtr,region_name,prj_id,prj_title,ave_prod,ave_prod_change
ByQtr,2018,3,CALABARZON,288,"ESTABLISHMENT MEAT PROCESSING FACILITY FOR KASANGKAP MPC",0,NULL
ByQtr,2018,2,CALABARZON,220,"Aquisition of Equipment for Organic Fertilizer Production",0,NULL
ByQtr,2018,2,CALABARZON,616,"Upgrading of Management Information System From School Attendance Management System (SAMS) to School Information &amp; Management System (SIMS)",0,NULL
ByQtr,2018,4,CALABARZON,521,"IMPROVEMENT OF PRODUCTION EFFICIENCY, PRODUCT QUALITY AND SAFETY OF COMPLEMENTARY FOODS PRODUCED BY LGU-MULANAY",0,NULL
ByQtr,2018,3,CALABARZON,413,"Establishment of Fish Processing Facility of TamBauanguena in Bauan,  Batangas",57,0.0000
ByQtr,2018,1,CALABARZON,422,"Printing Technology Upgrade for VR Grafix Autosign in Mabini, Batangas",62,NULL
ByQtr,2018,1,CALABARZON,619,"Equipment Upgrading to Improve Production Capability of NALCA Systems Integration Inc.",0,NULL
ByQtr,2018,2,CALABARZON,27,"Mechanization of Pulburon Molding Process for Chocovron Global Corporation",0,NULL
ByQtr,2018,4,CALABARZON,409,"Fruit Preserves Production Facility Improvement for Centro Filipino For returning Migrants, Inc. (C4RM) as Community-Based Livelihood Opportunities for OFW Returnees and Their Families",420,NULL
ByQtr,2018,4,CALABARZON,605,"Upgrading of uPVC Windows and Doors Production of Infinity Dimension Builders Through S&amp;T Intervention",100,0.0000
ByQtr,2018,1,CALABARZON,424,"Technology Enhancement &amp; Production Capability of E&amp;L Delicatessen Through Modern Production Equipment",0,NULL
ByQtr,2018,1,CALABARZON,54,"Enhancement of the Product Quality of Gen. Trias Dairy Raisers through Product Quality Analysis",0,NULL
ByQtr,2018,1,CALABARZON,397,"Improving the Capability and Quality Services of Nart Development  and Construction",0,NULL
ByQtr,2018,2,CALABARZON,428,"Upgrading the Production Capability of Winjen Printing in Taytay, Rizal",10,-0.5000
ByQtr,2018,3,CALABARZON,230,"Upgrading of Buko wine Production using ITDI Wine Kit",9,3.5000
ByQtr,2018,4,CALABARZON,323,"Upgrading of Process of JVE Natural Nipa Food Products",0,NULL
ByQtr,2018,1,CALABARZON,267,"Enhancement of the production system of balayong bakery through the acquisition of modern production equipment",0,NULL
ByQtr,2018,2,CALABARZON,492,"Mechanization of Tricycle Side Car Fabrication of Choy&#039;s Welding Shop",0,NULL
ByQtr,2018,3,CALABARZON,409,"Fruit Preserves Production Facility Improvement for Centro Filipino For returning Migrants, Inc. (C4RM) as Community-Based Livelihood Opportunities for OFW Returnees and Their Families",0,NULL
ByQtr,2018,1,CALABARZON,712,"Upgrading the Milling Process of Lark Seimitsu Enterprise",0,NULL
ByQtr,2018,4,CALABARZON,292,"COMMERCIALIZATION OF S&amp;T BASED TECHNOLOGIES FOR BANANA (NEW IMPROVED LAKATAN AND SABA) PRODUCTION IN CAVINTI, LAGUNA",0,NULL
ByQtr,2018,1,CALABARZON,263,"Equipment Upgrade to Maximize Productivity of Rapid Curing Production Line in Manufacturing of Quality Chicken Salted Eggs",26,NULL
ByQtr,2018,4,CALABARZON,34,"Technology Upgrading of Meat Processing of Pam&#039;s Chicken Mart",0,NULL
ByQtr,2018,1,CALABARZON,571,"Enhancement of the production capability of RS Unitech Mfg. and Trading Corp.",0,NULL
ByQtr,2018,2,CALABARZON,364,"Upgrading of Database Management System of San Jose Workers Multipurpose Cooperative through the Integrated Accounting Software and Point-of-Sale System",50,NULL
ByQtr,2018,3,CALABARZON,395,"Establishment of Coconut Husk Processing Facility in the District IV of Batangas",0,NULL
ByQtr,2018,1,CALABARZON,509,"Upgrading of Production Capability of Binthau Bakeshop through Acquisition of New Equipment",0,NULL
ByQtr,2018,2,CALABARZON,396,"Improvement of the Drying Process of Dried Pancit Lucban of New A.M. Miki Factory",0,NULL
ByQtr,2018,4,CALABARZON,260,"Upgrading of Buri Wine Production in Lobo, Batangas",0,NULL
ByQtr,2018,3,CALABARZON,240,"Productivity Enhancement of Dalcielo Restaurant and bakeshop through intergrated bakery equipment",0,NULL
ByQtr,2018,1,CALABARZON,294,"Mechanization of Vermi - harvesting process of SSHMPC  through the provision of Vermi -Harvester",0,NULL
ByQtr,2018,3,CALABARZON,334,"Establishment of a Common Service Facility on Equipment  Fabrication for the Inventors and Innovators of the Province of  Rizal",0,NULL
ByQtr,2018,2,CALABARZON,400,"Raw Materials Storage Facility Upgrade of Qualimeal Feedmills, Inc.",13,3.3333
ByQtr,2018,4,CALABARZON,304,"Enhancing Technical Capability of Balok Sewers through Utilization of Upgraded Sewing Technology",0,NULL
ByQtr,2018,3,CALABARZON,272,"Product Development for Alay Kapwa Rural Wo/Men Multi-Purpose Cooperative",0,NULL
ByQtr,2018,1,CALABARZON,65,"Provision Of Biogas System Facility For Utilization Into Renewable Energy And Proper Farm Waste Disposal",0,NULL
ByQtr,2018,1,CALABARZON,348,"Production Efficiency ans Quality Improvement of Coconut-Based Products of Yakap at Halik MPC-Quezon 2",0,NULL
ByQtr,2018,2,CALABARZON,385,"UPGRADING OF GK SAN FANCISCO JAVIER PEOPLEâ€™S ORGANIZATION SEAWEEDS CHIPS PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION",3,-0.6250
ByQtr,2018,3,CALABARZON,439,"Establishment of Baking Facility for the Production of Uraro Chips, Cakes and Pastries in Rizal, Laguna",0,NULL
ByQtr,2018,1,CALABARZON,372,"Acquisition of Decorticating Machine for Pineapple Fiber Production",0,NULL
ByQtr,2018,4,CALABARZON,661,"Upgrading the Machining Capability through Adoption of CNC Lathe Machine",0,NULL
ByQtr,2018,1,CALABARZON,700,"Establishment of Embryo-Cultured Makapuno Island in Alabat, Quezon, and Perez in Quezon Province (Phase I CY 2018)",0,NULL
ByQtr,2018,2,CALABARZON,293,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) FOR THE WOMEN IP OF SANTA MARIA, LAGUNA",0,NULL
ByQtr,2018,4,CALABARZON,407,"Upgrading of Biodegradable Wastes Processing Capability of Municipality of Carmona, Cavite through Provision of 1, 000kg Capacity Biorector",0,NULL
ByQtr,2018,3,CALABARZON,366,"Bottling Process Improvement in Barako Coffee and Native White Ginger Liqueur Production",-77,0.8780
ByQtr,2018,1,CALABARZON,293,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) FOR THE WOMEN IP OF SANTA MARIA, LAGUNA",0,NULL
ByQtr,2018,4,CALABARZON,383,"Strengthening the Production Capability and Capacity of Amvel Metal Fabrication Through Acquisition of Equipment",1500000,0.0000
ByQtr,2018,1,CALABARZON,232,"Non Mist Clonal Propagation Technique for Multiplication of Male Bignay Tree for sustainability and Reforestation Program of",0,NULL
ByQtr,2018,3,CALABARZON,48,"Upgrading of the Production Capability of Joshua&#039;s Bread House Through Equipment Acquisition",0,NULL
ByQtr,2018,2,CALABARZON,585,"Roll-out of 1000 RxBox Telehealth Device in Selected Rural Health Centers in the Philippines",0,NULL
ByQtr,2018,1,CALABARZON,638,"IMPROVEMENT ON PRODUCTION PROCESS OF PVC RIGID PROFILES OF SEALTITE CO., INC IN TAYTAY, RIZAL",0,NULL
ByQtr,2018,3,CALABARZON,172,"Propagation and Commercialization of Embryo-Cultured Seedlings",0,NULL
ByQtr,2018,1,CALABARZON,407,"Upgrading of Biodegradable Wastes Processing Capability of Municipality of Carmona, Cavite through Provision of 1, 000kg Capacity Biorector",0,NULL
ByQtr,2018,4,CALABARZON,326,"Upgrading of Furniture Production  Capability of Emvel Furniture  Manufacturing Through Equipment Acquisition in Tanay, Rizal",83,0.1067
ByQtr,2018,3,CALABARZON,567,"Upgrading of production and improvement of product quality of NMC Food Concept in Antipolo City Through Technology Intervention",33,NULL
ByQtr,2018,2,CALABARZON,23,"Upgrading of the Production Capabilities of El Richard Bakery in Rodriguez, Rizal through Equipment Modernization",0,-1.0000
ByQtr,2018,4,CALABARZON,414,"Adoption of New technology and Upgrading of Existing Equipment for Broas and Camachile Production of Campville&#039;s Food Industries",0,NULL
ByQtr,2018,1,CALABARZON,42,"Productivity Upgrading of Turning Process of LG Lopez",0,NULL
ByQtr,2018,1,CALABARZON,809,"UPGRADING OF TEACHING METHODOLOGY ON THE SUBJECT OF REFRIGERATION AND BLAST FREEZING THROUGH THE PROVISION OF BLAST FREEZER FOR LSPU STA. CRUZ",0,NULL
ByQtr,2018,2,CALABARZON,300,"Enhancing the Technical Capability of Gawad Kalinga Sewers Through Utilization of Upgraded Sewing technology",0,NULL
ByQtr,2018,2,CALABARZON,659,"Value-adding Solution and Upgrading of the Mixing Process in Substrate Preparation of 3G Country Farms in Nasugbu, Batangas",0,NULL
ByQtr,2018,1,CALABARZON,73,"Production and Quality Improvement of virgin Coconut Oil and Utilization of its by-products",0,NULL
ByQtr,2018,2,CALABARZON,183,"Enhancement of the Production Capability and Marketing Potential of King&#039;s Crumbs Bakeshop through Nutritional Analysis and Acquisition of Food Processing Equipment",0,NULL
ByQtr,2018,3,CALABARZON,669,"ACQUISITION OF EQUIPMENT FOR MUSHROOM PRODUCT VALUE-ADDITION OF MALVAR ORGANIC FARMERS AGRICULTURE COOPERATIVE (MOFAC)",0,NULL
ByQtr,2018,2,CALABARZON,439,"Establishment of Baking Facility for the Production of Uraro Chips, Cakes and Pastries in Rizal, Laguna",0,NULL
ByQtr,2018,2,CALABARZON,636,"Upgrading of Production Capability of GNG Bakery through Acquisition of New Equipment",0,NULL
ByQtr,2018,2,CALABARZON,568,"Improvement of PRoduction Capacity of Delfa&#039;s Food Products, Inc.",0,NULL
ByQtr,2018,1,CALABARZON,119,"Enhancement of the Production and Quality Control in Raw Milk by Palcon Dairy Multi-Purpose Cooperative",0,NULL
ByQtr,2018,1,CALABARZON,603,"Upscaling of Vermicast Production thru the provision of Hammel Mill &amp; Vermi- Harvester",0,NULL
ByQtr,2018,4,CALABARZON,236,"Provision of Solar-Powered Fish Dryer for the Common Service Facility Establishment of Pusod Inc. for the Kilusan ng Maliliit na Mangigisda sa lawa ng Taal",0,NULL
ByQtr,2018,3,CALABARZON,530,"Upgrading the Retort Process Technology of Reyson&#039;s Food Processing",0,NULL
ByQtr,2018,2,CALABARZON,408,"Establishment of City of Bacoor Food Processing Center, a Community- Based Livelihood Project for members of City Livelihood Cooperative",0,NULL
ByQtr,2018,4,CALABARZON,340,"PRODUCTIVITY ENHANCEMENT OF CRISTALIN FOOTWEAR THRU THE INSTALLATION OF SOLAR PANELS AS ALTERNATIVE SOURCE OF ENERGY",0,NULL
ByQtr,2018,4,CALABARZON,524,"Establishment of Drying Facility for the Local Government Unit of Panukulan",0,NULL
ByQtr,2018,3,CALABARZON,24,"Production Improvement and Equipment Upgrading for Pasciolco Agri Ventures",0,NULL
ByQtr,2018,1,CALABARZON,495,"Mechanization of Production Processes of Siony&#039;s Pili Tarts and Pastillas",0,NULL
ByQtr,2018,2,CALABARZON,571,"Enhancement of the production capability of RS Unitech Mfg. and Trading Corp.",0,NULL
ByQtr,2018,1,CALABARZON,51,"Upgrading of prodction facility of ABCEDE Lucban Longganisa and Meat Products",0,NULL
ByQtr,2018,3,CALABARZON,379,"Upgrading of the Production Capacity and Capability of Foodwave Inc.",0,NULL
ByQtr,2018,3,CALABARZON,614,"TECHNOLOGY UPGRADING AND CAPACITY IMPROVEMENT OF CLAMP OP",0,NULL
ByQtr,2018,2,CALABARZON,35,"Mechanization and Upgrading of Processes in the Production of Pilipit and Turones for Golden Arrow Food Enterprise",0,NULL
ByQtr,2018,4,CALABARZON,311,"Packaging Improvement of Tofu as Comunity- based Livelihood Opportunities for PDOCCI (Persons with Disability Organization in Carmona, Cavite, Inc.) of the Local Government Unit (LGU) of Carmona",0,NULL
ByQtr,2018,4,CALABARZON,380,"Improvement of the Production Efficiency and Productivity Through the Installation of Standard Testing System for GP Synergia Through SETUP Program",0,NULL
ByQtr,2018,3,CALABARZON,331,"Bio Briquette Charcoal Production of Mascap Integrated Producers Cooperative (MIPC)",0,NULL
ByQtr,2018,3,CALABARZON,349,"Upgrading of Packaging System for Bottled Soy Sauce and Vinegar",0,NULL
ByQtr,2018,1,CALABARZON,290,"Upgrading multi-stage rice mill for production of healthy, nutrient dense pesticide-free brown rice (SB-LORPP Cooperative Joint Venture)",0,NULL
ByQtr,2018,1,CALABARZON,367,"Enhancement of Muscovado Product Through Provision of Appropriate Packaging Materials",0,NULL
ByQtr,2018,2,CALABARZON,243,"Upgrading of the Vermicomposting Technology to produce Vermicast products through Equipment products through Equipment Acquisition for Silver Consumers Association of Tanauan City",0,NULL
ByQtr,2018,3,CALABARZON,189,"Modernization of Production process of JOHANSEN WORLD  GROUP CORP. through S&amp;T Intervention",3,NULL
ByQtr,2018,1,CALABARZON,404,"Bread and Pastries Production Facility Enhancement of the Canossian Sisters of Tagaytay City as Community-Based Livelihood Opportunities for members of PWDCT (Poor Women Development Coordinating Team)",0,NULL
ByQtr,2018,4,CALABARZON,387,"JJ Agriventures Inc. Acquisition of New Equipment for Livestock Feed Production in Morong, Rizal",0,-1.0000
ByQtr,2018,4,CALABARZON,371,"Charcoal Briquetting Project for Madilaydilay Agrarian Reform Cooperative (MARC) in Tanay, Rizal",0,-1.0000
ByQtr,2018,4,CALABARZON,339,"Mechanization of Cookie Production thru the provision of Cookie depositor and cookie forming machine and improvement of packaging equipment for Gem See&#039;s Cakeshop",0,NULL
ByQtr,2018,1,CALABARZON,300,"Enhancing the Technical Capability of Gawad Kalinga Sewers Through Utilization of Upgraded Sewing technology",0,NULL
ByQtr,2018,2,CALABARZON,205,"Design and Enhancement of Weaved Products from Buli",0,NULL
ByQtr,2018,4,CALABARZON,572,"Upgrading of the Pakaskas Products (Buri Sugar) of Isla Verde, Batangas City",81,NULL
ByQtr,2018,3,CALABARZON,340,"PRODUCTIVITY ENHANCEMENT OF CRISTALIN FOOTWEAR THRU THE INSTALLATION OF SOLAR PANELS AS ALTERNATIVE SOURCE OF ENERGY",0,NULL
ByQtr,2018,3,CALABARZON,32,"Upgrading of the Production Capabilities of Mardak Global Export Inc. in Montalban, Rizal through Equipment Modernization",50,0.0000
ByQtr,2018,2,CALABARZON,331,"Bio Briquette Charcoal Production of Mascap Integrated Producers Cooperative (MIPC)",0,NULL
ByQtr,2018,4,CALABARZON,603,"Upscaling of Vermicast Production thru the provision of Hammel Mill &amp; Vermi- Harvester",0,NULL
ByQtr,2018,4,CALABARZON,332,"Establishment of Peanut Butter Processing Center for Boyet Ynares Ladies Movement in Binangonan",0,NULL
ByQtr,2018,3,CALABARZON,651,"Establishment of Mushroom Noodle Processing Facility of Baliksaka Farmers Association Inc. (BFAI)",0,NULL
ByQtr,2018,1,CALABARZON,85,"Upgrading Of Processing Plant For Mallari Distillery Through Acquisition Of Distillation Set Up",0,NULL
ByQtr,2018,2,CALABARZON,413,"Establishment of Fish Processing Facility of TamBauanguena in Bauan,  Batangas",57,-0.0806
ByQtr,2018,3,CALABARZON,571,"Enhancement of the production capability of RS Unitech Mfg. and Trading Corp.",0,NULL
ByQtr,2018,1,CALABARZON,364,"Upgrading of Database Management System of San Jose Workers Multipurpose Cooperative through the Integrated Accounting Software and Point-of-Sale System",0,NULL
ByQtr,2018,4,CALABARZON,644,"Productivity and Capacity Improvement of S2 Comtech Co. through Equipment Upgrading",0,NULL
ByQtr,2018,2,CALABARZON,440,"Upgrading of Milling Process &amp; Spring Production of Springtech Industrial Supply",0,NULL
ByQtr,2018,4,CALABARZON,385,"UPGRADING OF GK SAN FANCISCO JAVIER PEOPLEâ€™S ORGANIZATION SEAWEEDS CHIPS PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION",0,-1.0000
ByQtr,2018,4,CALABARZON,389,"MECHANIZATION OF THE PRODUCTION PROCESSES AND GMP IMPLEMENTATION OF GINGA AGRIFOOD MANUFACTURING ENTERPRISES, INC.â€",287,-0.2285
ByQtr,2018,3,CALABARZON,407,"Upgrading of Biodegradable Wastes Processing Capability of Municipality of Carmona, Cavite through Provision of 1, 000kg Capacity Biorector",0,NULL
ByQtr,2018,1,CALABARZON,440,"Upgrading of Milling Process &amp; Spring Production of Springtech Industrial Supply",0,NULL
ByQtr,2018,2,CALABARZON,261,"CHARCOAL BRIQUETTE (FROM WASTE TO WEALTH)",0,NULL
ByQtr,2018,4,CALABARZON,271,"Upgrading of the Production Process of Golden J Siopao",0,NULL
ByQtr,2018,1,CALABARZON,238,"Utilization of Farm Waste Using Charcoal Briquetting Technology",0,NULL
ByQtr,2018,3,CALABARZON,66,"Packaging Development and Equipment Upgrading for Candelaria Coco Food Products",0,NULL
ByQtr,2018,3,CALABARZON,422,"Printing Technology Upgrade for VR Grafix Autosign in Mabini, Batangas",67,4.5833
ByQtr,2018,4,CALABARZON,433,"Upgrading of Production Facility of Bilibinwang Multi-Purpose Cooperative through Equipment Acquisition",81,NULL
ByQtr,2018,1,CALABARZON,262,"Production of Duck Feeds Additives",0,NULL
ByQtr,2018,4,CALABARZON,336,"SETUP PHASE II: Upgrading of the Production Capacity of Philippine Moringa and More Corp. (also known as MLGS Herbal Food Products)",40,-0.1111
ByQtr,2018,3,CALABARZON,377,"Improvement of the Production Facility, Product Quality and Safety of Samahan Ng Nagkakaisang Mangingisdsa sa Paraisong Pulo (SNMPP)",0,NULL
ByQtr,2018,3,CALABARZON,336,"SETUP PHASE II: Upgrading of the Production Capacity of Philippine Moringa and More Corp. (also known as MLGS Herbal Food Products)",45,0.0000
ByQtr,2018,1,CALABARZON,671,"Upgrading Sterilization Process of Blue Macay Food Manufacturing Corp. through  the provision of a Retort System",0,NULL
ByQtr,2018,2,CALABARZON,630,"ENHANCEMENT OF THE PRODUCTION OF YEMA, PASTILLAS, AND TAMARIND CANDIES FOR PAULA&#039;S CANDIES STORE",0,NULL
ByQtr,2018,2,CALABARZON,496,"Improvement of Corn Milling Production for Talim Farmers MPC through Acquisition of Corn Mill Machine",0,NULL
ByQtr,2018,2,CALABARZON,359,"Improvement of Stingless Bee Honey Production of Our Lady of the Angels MPC",0,NULL
ByQtr,2018,3,CALABARZON,299,"Upgrading the Village Type Corn Dryer of Calamba Upland Farmers Multi-Purpose Cooperative",0,NULL
ByQtr,2018,2,CALABARZON,516,"Enhancing the Technical Capabilityt of SV7 Yapak Shoes Footwear",0,NULL
ByQtr,2018,3,CALABARZON,345,"Enhancing the Production Capability of Sweet Solutions  Bakeshop thru Acquisition of Modern Baking Equipment",0,NULL
ByQtr,2018,1,CALABARZON,521,"IMPROVEMENT OF PRODUCTION EFFICIENCY, PRODUCT QUALITY AND SAFETY OF COMPLEMENTARY FOODS PRODUCED BY LGU-MULANAY",0,NULL
ByQtr,2018,1,CALABARZON,598,"Field Verification Testing on Carrageenan Plant Growth Promoter for Enhanced Growth and Induced Pest and Disease Resistance In Rice",0,NULL
ByQtr,2018,3,CALABARZON,298,"Mechanization of Cassava Food Processing of Gumihan-Lamao Farmers Development Cooperative",0,NULL
ByQtr,2018,2,CALABARZON,232,"Non Mist Clonal Propagation Technique for Multiplication of Male Bignay Tree for sustainability and Reforestation Program of",0,NULL
ByQtr,2018,4,CALABARZON,624,"UTILIZATION OF DOST DESIGNED FOOD PROCESSING EQUIPMENT FOR PRODUCT DEVELOPMENT OF HIGH VALUE AND INDUSTRIAL CROPS FROM CALABARZON",0,NULL
ByQtr,2018,3,CALABARZON,438,"Improvement and Mechanization of Processes in the Production of All-Natural Compost Tea Fertilizer",0,NULL
ByQtr,2018,2,CALABARZON,404,"Bread and Pastries Production Facility Enhancement of the Canossian Sisters of Tagaytay City as Community-Based Livelihood Opportunities for members of PWDCT (Poor Women Development Coordinating Team)",0,NULL
ByQtr,2018,2,CALABARZON,279,"Enhancing Technical Capability of Mariñas Technologies, Inc. in the Commercialization of MRF (Material Recovery Facility) through the Provision of CNC Horizontal Lathe Machine",0,NULL
ByQtr,2018,4,CALABARZON,358,"Equipment Acquisition and Product Testing for Dalanghita Concentrate and Ready-to-Drink Processing of Agos ng Pag-Asa Multi-Purpose Cooperative",0,NULL
ByQtr,2018,4,CALABARZON,671,"Upgrading Sterilization Process of Blue Macay Food Manufacturing Corp. through  the provision of a Retort System",0,NULL
ByQtr,2018,1,CALABARZON,584,"Enhancing OneLab For Global Competitiveness",0,NULL
ByQtr,2018,3,CALABARZON,326,"Upgrading of Furniture Production  Capability of Emvel Furniture  Manufacturing Through Equipment Acquisition in Tanay, Rizal",75,0.0000
ByQtr,2018,1,CALABARZON,95,"Biogas System Facility for  Proper  Animal Waste Disposal and Source of Renewable Energy for the Farm",0,NULL
ByQtr,2018,1,CALABARZON,525,"Improvement of the Grinding Process of Joemix (Rice-Monggo-Sesame Complementary Food)",0,NULL
ByQtr,2018,2,CALABARZON,374,"Technology Upgrading of Alevro Precision Tooling Services through Acquisition of CNC Equipment",0,NULL
ByQtr,2018,1,CALABARZON,66,"Packaging Development and Equipment Upgrading for Candelaria Coco Food Products",0,NULL
ByQtr,2018,3,CALABARZON,373,"Development of the Production Capability and Capacity of Cookie Caper Enterprises through Equipment Acquisition and Product Quality Analysis",0,NULL
ByQtr,2018,2,CALABARZON,634,"PEANUT BUTTER GRINDING AND FILLING PROCESS IMPROVEMENT THROUGH EQUIPMENT UPGRADE OF SERVANT PEANUT BUTTER IN TANAUAN CITY, BATANGAS",0,-1.0000
ByQtr,2018,2,CALABARZON,43,"Enhancing Capability of VN Industrial Tooling Services through Upgrading the Shearing and Bending Processes",0,NULL
ByQtr,2018,4,CALABARZON,372,"Acquisition of Decorticating Machine for Pineapple Fiber Production",0,NULL
ByQtr,2018,2,CALABARZON,382,"Strengthening the Production Capability and Marketing Potential of Dolly&#039;s Banana Chips",0,NULL
ByQtr,2018,3,CALABARZON,50,"Upgrading of production facility of MAB Poultry Farm through Equipment Acquisition",0,NULL
ByQtr,2018,2,CALABARZON,351,"Upgrading of Existing Equipment fro Roasted Corn Powder Production of Adelet&#039;s Food Products",0,NULL
ByQtr,2018,1,CALABARZON,292,"COMMERCIALIZATION OF S&amp;T BASED TECHNOLOGIES FOR BANANA (NEW IMPROVED LAKATAN AND SABA) PRODUCTION IN CAVINTI, LAGUNA",0,NULL
ByQtr,2018,2,CALABARZON,190,"Product Quality &amp; Production Process Enhancement Through Science  and Technology Interventions of Glofon Herbal Medicine in Antipolo City",35,-0.3636
ByQtr,2018,3,CALABARZON,346,"Improvement of Production Capability of Foodgear Enterprises",0,NULL
ByQtr,2018,4,CALABARZON,670,"IMPROVING WEAVING TECHNOLOGY AND PRODUCT DEVELOPMENT OF WEAVING ASSOCIATION IN IBAAN, BATANGAS",0,NULL
ByQtr,2018,1,CALABARZON,429,"Upgrading of Production Capability of Cuts N Shape Crafts Manufacturing Through Acquisition of New Equipment",10,NULL
ByQtr,2018,1,CALABARZON,303,"Upgrading of Coco Coir Processing Facility for IMOK ARC Women&#039;s  and Farmers MPCI",0,NULL
ByQtr,2018,4,CALABARZON,325,"Upgrading of Rice Milling Process of Aspilla Rice Mill in Pililla, Rizal",33,-0.4844
ByQtr,2018,2,CALABARZON,411,"Upgrading of Food Production Facility of RGK Food Products",5,1.5000
ByQtr,2018,4,CALABARZON,293,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) FOR THE WOMEN IP OF SANTA MARIA, LAGUNA",0,NULL
ByQtr,2018,2,CALABARZON,530,"Upgrading the Retort Process Technology of Reyson&#039;s Food Processing",0,NULL
ByQtr,2018,1,CALABARZON,354,"Improvement of the Production, Product Quality, and Safety of VIBABIPAGASA Agrarian Reform Cooperative",0,NULL
ByQtr,2018,4,CALABARZON,604,"Mechanization of Mushroom Production &amp; Processing and Community - Based Vermicomposting",0,NULL
ByQtr,2018,3,CALABARZON,514,"Improvement of Shelf Life of Dairy products of Llano Farmers Multipurpose Cooperative in Jalajala Rizal",26,NULL
ByQtr,2018,4,CALABARZON,288,"ESTABLISHMENT MEAT PROCESSING FACILITY FOR KASANGKAP MPC",0,NULL
ByQtr,2018,1,CALABARZON,193,"Improvement of Production Efficiency through Acquisition of Semi/Full Automated Cookie Depositor/Molder",0,NULL
ByQtr,2018,1,CALABARZON,87,"Mechanization of VCO Processing System for Cocoplus Aquarian Development Corp.",0,NULL
ByQtr,2018,2,CALABARZON,700,"Establishment of Embryo-Cultured Makapuno Island in Alabat, Quezon, and Perez in Quezon Province (Phase I CY 2018)",0,NULL
ByQtr,2018,1,CALABARZON,374,"Technology Upgrading of Alevro Precision Tooling Services through Acquisition of CNC Equipment",0,NULL
ByQtr,2018,2,CALABARZON,507,"Establishing of Peanut Butter Processing Facility of Pinag-isang Bisig ng Taaleño in Taal, Batangas",211,NULL
ByQtr,2018,3,CALABARZON,363,"ACQUISITION OF APPROPRIATE EQUIPMENT TO UPGRADE MARVON DRYING SERVICES PRODUCTION FACILITY",0,-1.0000
ByQtr,2018,4,CALABARZON,668,"Upgrading the Soy Processing Facility of Batangas City Advent Multi Purpose Cooperative (BAMCO) in Batangas City through Equipment Acquisition",0,NULL
ByQtr,2018,3,CALABARZON,449,"Enhancing the Production Capacity for Fish Processing of Sophie&#039;s Gourmet",0,NULL
ByQtr,2018,3,CALABARZON,429,"Upgrading of Production Capability of Cuts N Shape Crafts Manufacturing Through Acquisition of New Equipment",1,-0.8000
ByQtr,2018,4,CALABARZON,354,"Improvement of the Production, Product Quality, and Safety of VIBABIPAGASA Agrarian Reform Cooperative",0,NULL
ByQtr,2018,1,CALABARZON,656,"Tablea (Chocolate Tablet) Production Facility Improvement as Community-Based Livelihood Opportunities for members of Alfonso Tablea (Chocolate) Producers Cooperative (ATPC)",0,NULL
ByQtr,2018,1,CALABARZON,55,"Production Improvement and Equipment Upgrading for Villadiego&#039;s Bakery and Pasalubong",0,NULL
ByQtr,2018,1,CALABARZON,350,"Upgrading of the Production Process of Teng&#039;s Cakes and Pastries",0,NULL
ByQtr,2018,2,CALABARZON,494,"Production Process and Product Improvement of RBM Bakeshop",0,NULL
ByQtr,2018,3,CALABARZON,496,"Improvement of Corn Milling Production for Talim Farmers MPC through Acquisition of Corn Mill Machine",0,NULL
ByQtr,2018,1,CALABARZON,506,"Upgrading of the Meat Processing Facility of Payapa Ibaba Consumers  Cooperative in Lemery, Batangas",18,NULL
ByQtr,2018,2,CALABARZON,344,"Productivity Enhancement of Lean Processes, Inc. thru the   Improvement of Liquid Transfer, Accounting and Inventory Systems.",0,NULL
ByQtr,2018,4,CALABARZON,430,"Acquisition of Appropriate Equipment to Upgrade the Production Facility of CAA Sweets Enterprises",100,0.0000
ByQtr,2018,4,CALABARZON,502,"Improvement of Autoxpert Car Accessories Shop by Upgrading its Painting and Mechanical Services Facilities",19,NULL
ByQtr,2018,1,CALABARZON,344,"Productivity Enhancement of Lean Processes, Inc. thru the   Improvement of Liquid Transfer, Accounting and Inventory Systems.",0,NULL
ByQtr,2018,2,CALABARZON,119,"Enhancement of the Production and Quality Control in Raw Milk by Palcon Dairy Multi-Purpose Cooperative",0,NULL
ByQtr,2018,4,CALABARZON,527,"UPGRADING OF PRODUCTION SYSTEM FOR BROILERS OF  JACINTO B. PALACIO POULTRY FARM",0,NULL
ByQtr,2018,1,CALABARZON,243,"Upgrading of the Vermicomposting Technology to produce Vermicast products through Equipment products through Equipment Acquisition for Silver Consumers Association of Tanauan City",0,NULL
ByQtr,2018,3,CALABARZON,73,"Production and Quality Improvement of virgin Coconut Oil and Utilization of its by-products",0,NULL
ByQtr,2018,2,CALABARZON,259,"Enhancement of Guava Processing Facility of SINAMPC",2,-0.6667
ByQtr,2018,3,CALABARZON,511,"Packaging and Label Design Execution for the Sinaing na Tulingan (Skipjack tuna) of FilEntreps MPC",7,NULL
ByQtr,2018,2,CALABARZON,658,"Upgrading of the Production Facility of Original Abaksa Bakery",0,NULL
